3.25,-5.2,-1.49
0.98,8.41,-4.91
1.69,-8.3,-2.31
4.5,-3.71,4.6
-5.05,-2.58,-3.92
4.49,3.55,-3.53
-5.01,-4.17,-8.8
-6.69,4.16,-8.19
-0.15,-9.44,-1.5
-8.89,4.16,8.57
9.81,2.64,-3.35
5.77,3.83,8.2
-9.3,2.86,-0.62
-3.61,8.76,-3.97
1.04,9.11,1.66
-1.91,-6.57,3.03
-5.96,7.84,1.2
-0.32,-0.25,4.84
-9.18,-0.44,9.0
-1.44,2.01,-4.69
5.24,5.97,9.0
8.38,-2.5,0.57
8.14,9.36,-9.78
-9.32,1.29,-4.75
-9.13,-3.06,-4.56
2.15,-4.17,-1.53
-0.99,7.79,8.8
5.44,4.75,-3.36
-8.32,-5.14,8.8
-4.44,-5.63,5.25
3.63,-7.13,-2.18
-7.8,4.33,7.11
-0.07,5.62,-2.5
7.01,-1.68,-8.79
-7.07,3.5,0.4
-1.13,-7.18,-8.86
0.12,8.66,4.65
6.69,-4.14,-2.36
5.06,-5.4,5.88
-2.96,3.04,-9.04
-9.94,-5.06,-6.27
3.81,9.56,0.04
-7.91,-4.04,5.61
8.51,-1.21,9.14
-3.08,-2.61,-8.36
-1.86,7.62,-7.78
-7.41,-4.97,4.94
3.51,9.46,5.81
-7.37,2.73,9.12
-6.24,-5.14,-8.61
7.48,5.56,9.74
-3.16,1.74,-7.79
3.17,-0.32,-3.48
-7.7,-5.09,-7.88
-5.16,3.27,5.25
-4.33,-2.89,4.28
4.4,-0.91,2.65
3.81,9.1,-2.74
-4.46,2.38,0.15
-8.7,2.47,-5.53
0.91,-8.67,-0.6
0.84,3.85,8.84
1.62,5.29,0.45
2.06,8.36,3.21
-3.72,8.64,7.99
-1.86,6.87,1.79
-3.54,0.78,-7.4
0.17,6.17,4.9
8.41,-0.71,-6.51
2.9,2.17,9.72
9.1,5.13,-0.66
5.77,1.27,-5.64
-4.59,2.38,8.11
-0.23,-4.39,1.51
-0.39,5.32,7.14
-1.25,-3.77,9.15
-6.55,9.57,-3.82
-8.18,3.62,0.89
-1.41,-2.64,-4.04
-5.06,-0.81,2.18
6.17,-5.95,-9.93
-8.44,9.28,-0.25
-0.01,7.67,8.64
0.41,9.53,-6.02
-1.89,-8.02,-0.05
-6.73,-4.21,-7.29
4.77,2.94,9.45
-7.97,-9.41,-8.81
7.82,4.01,-8.02
7.3,1.73,3.45
-3.38,0.08,0.82
-1.76,9.69,7.62
-8.06,9.3,-6.63
3.97,-0.3,-1.73
1.0,6.39,-4.58
8.69,6.04,4.36
-0.9,-5.24,-3.07
9.84,-5.84,-1.35
-7.0,-3.87,3.83
7.61,-6.94,-4.04
-2.03,2.22,-4.03
-4.15,-7.28,7.41
-6.45,-5.82,3.54
4.56,7.25,-6.74
9.28,4.72,0.83
1.2,2.72,-2.27
9.64,-4.11,-8.93
-8.6,4.55,1.23
1.08,-0.47,-8.37
-3.66,-1.67,-2.27
-5.95,-2.38,-0.26
8.39,-7.48,-6.49
9.08,6.09,-9.05
7.59,-4.09,-1.3
7.7,-1.98,-6.86
-7.93,-8.63,-4.89
5.95,0.44,8.2
-5.5,5.57,-7.85
-9.85,-3.99,-0.66
6.53,0.21,-7.47
5.44,8.28,3.71
1.42,5.01,2.84
2.1,-0.15,8.55
-9.28,-5.9,-9.69
1.07,-3.16,5.6
-3.72,-6.48,-1.54
8.65,6.48,8.27
-5.49,5.75,-8.81
9.26,-0.55,-5.89
-1.96,5.68,-9.78
4.32,4.23,5.18
6.78,-1.81,2.2
-9.93,-1.71,-9.13
-5.74,8.77,-6.9
7.83,-9.11,-8.82
4.62,2.5,3.8
4.62,4.83,9.28
-0.26,-3.49,-2.96
-4.05,-3.67,5.36
-6.91,-0.11,-5.71
0.62,3.17,-4.34
-2.15,-2.14,-1.73
-0.71,-6.89,3.15
3.54,-8.27,-9.72
0.97,-5.62,5.98
4.57,6.85,1.28
-4.54,-2.06,-0.45
-6.15,9.58,9.21
5.6,7.2,-7.62
-6.57,5.54,-4.19
7.75,-8.8,-8.55
-6.01,-1.79,1.99
8.92,4.52,6.35
1.62,-7.02,5.45
3.83,5.51,3.8
2.28,-9.04,1.98
1.36,8.17,5.92
3.59,6.32,2.18
-6.4,-5.6,7.27
2.21,-6.16,2.39
-2.71,5.09,-5.19
4.45,-9.13,-6.6
0.27,-0.64,-4.78
-2.69,0.55,-5.8
-0.49,8.77,-6.38
-6.27,1.09,1.79
2.33,2.79,-3.23
4.81,9.4,5.28
-3.2,-7.48,-0.69
1.11,-8.89,0.48
-1.59,-8.88,5.32
-6.14,-6.53,7.0
-2.08,8.29,6.97
-8.38,9.12,-1.5
-4.14,-5.93,-8.56
-9.94,-7.59,-4.5
-2.59,-5.44,4.35
-0.48,-7.13,-5.5
2.58,9.28,-5.95
2.71,4.68,1.42
5.64,-3.04,-2.97
-0.54,-5.28,-7.3
-8.47,1.14,-0.21
6.27,-8.1,-5.41
4.26,-4.63,9.33
0.4,-7.31,4.61
-4.22,9.22,-8.46
6.28,-9.92,7.39
-2.12,-9.09,-0.94
4.73,-6.66,2.65
-6.0,0.05,2.8
-1.58,5.16,9.46
-9.19,5.71,0.43
-7.62,-5.13,7.13
-0.35,-2.99,-9.81
1.89,2.68,-9.69
0.11,-6.46,-0.72
-9.87,5.64,-0.32
-8.13,2.5,2.4
9.92,-8.26,-4.49
3.51,-4.02,4.24
8.68,7.98,-9.22
5.06,6.96,4.07
-3.48,-1.28,6.37
-3.24,4.34,-2.31
5.56,-9.15,-0.78
8.35,8.2,5.21
6.91,-0.73,-7.96
6.86,-4.71,-0.91
7.89,-2.71,-6.75
-2.81,8.12,-2.88
7.21,-8.18,-2.15
-6.4,4.17,0.31
-6.77,4.26,-3.95
-1.86,7.71,5.39
-2.26,9.69,-0.46
-9.25,9.67,-2.67
-5.31,-8.44,6.39
6.18,0.06,3.23
-1.62,-7.38,-0.81
-9.68,0.48,2.89
5.99,7.79,-7.37
-1.11,-5.6,6.13
-9.95,1.54,-8.69
-8.03,-0.48,3.35
3.46,-7.02,7.83
2.22,-8.28,-7.09
-9.07,-1.37,9.99
4.56,-0.72,7.1
-9.71,-5.21,-6.52
-8.92,1.2,-3.88
8.52,6.71,9.19
0.58,9.14,-8.84
5.52,-2.56,-0.98
5.41,-5.08,5.43
-3.44,1.85,-7.13
-8.86,3.45,1.56
4.55,8.08,4.88
-3.62,3.37,4.32
9.11,-2.79,7.64
4.47,-1.77,7.5
-5.27,0.89,-7.07
-5.82,2.85,-1.46
1.11,-4.57,-6.34
8.38,-7.2,3.11
-8.78,-9.14,3.7
9.98,0.93,0.72
5.17,-0.34,2.63
1.16,3.89,-7.68
-2.62,8.55,-4.36
4.57,-9.4,5.62
0.86,8.93,0.37
-8.83,8.89,7.91
-0.97,-1.22,-7.68
-2.61,9.93,-9.38
4.73,-5.38,-7.61
-0.67,4.49,-7.61
-6.26,4.63,7.55
5.33,0.9,-4.33
-9.36,-7.2,-0.91
-7.29,-1.79,5.93
2.09,6.77,-3.46
0.87,-4.59,-8.44
9.95,-4.83,-0.79
8.86,-7.8,1.56
0.34,-4.98,-4.67
-0.87,-4.14,-0.46
1.14,-0.83,4.59
0.59,5.12,7.68
7.26,-3.31,9.06
-6.82,-6.11,-1.35
-2.46,4.18,-4.42
-2.64,1.25,-7.49
4.79,5.51,7.52
-4.67,-1.8,1.15
7.7,-7.62,9.03
1.65,-9.07,3.53
-9.98,-0.21,0.05
-4.35,-8.15,-8.73
5.95,-7.62,9.8
-6.94,-1.78,-8.89
0.96,-9.77,9.44
-0.82,9.34,-8.25
7.83,9.49,-3.25
4.98,-5.17,5.11
-0.81,-1.05,9.59
-3.86,-3.47,-9.43
-2.06,8.36,-5.67
5.86,1.98,4.33
4.77,-0.68,1.46
-9.44,0.31,6.43
3.56,-6.45,-3.32
5.89,-0.6,5.21
2.95,-6.72,2.9
2.25,3.9,-6.03
-9.14,7.43,-4.35
-7.85,-2.66,-5.38
8.92,-9.61,0.81
-9.79,6.65,6.17
-5.14,-3.56,2.64
0.43,-8.84,-9.3
4.24,2.23,-9.57
-0.16,-8.74,2.16
4.96,1.26,-4.76
-4.02,-9.65,-2.98
-2.46,-6.51,-4.38
-7.79,-7.41,-2.4
-1.59,-0.78,-4.67
2.82,-4.24,-8.66
8.99,-2.6,9.43
1.61,2.3,-2.25
5.12,-7.04,-6.58
-1.13,-4.23,8.92
1.16,5.43,9.85
1.87,6.43,2.13
-7.04,-8.14,3.44
-0.67,2.71,7.16
-5.51,8.8,5.06
-6.57,6.36,-9.1
-1.78,7.14,-0.94
2.23,-3.48,9.3
-6.56,-8.74,7.22
-6.2,1.73,-0.25
-3.59,-4.21,5.09
1.58,-1.64,-6.55
9.82,6.36,8.99
2.15,-1.68,9.83
-3.49,9.74,-8.53
0.68,-7.92,-4.2
2.24,6.14,-3.71
5.43,1.69,-5.22
1.26,-7.71,-6.47
3.9,9.3,-3.09
0.45,-8.41,-6.89
-6.74,2.53,-0.28
-5.22,4.87,0.41
7.35,0.68,-4.61
-3.48,7.77,2.16
-9.17,-6.55,-9.94
3.32,-3.08,3.86
8.1,-2.0,9.97
3.69,2.5,-7.96
2.63,5.93,1.31
-4.77,4.2,5.17
-0.03,1.79,-3.74
0.28,-4.79,-0.14
7.79,2.75,6.99
-8.87,-4.24,-6.83
0.05,-6.35,5.66
-9.25,8.91,8.24
-9.18,9.59,-4.31
-3.79,7.15,8.27
-3.68,-1.01,3.84
-3.44,9.91,-3.71
7.4,-7.31,4.12
-7.84,9.23,-9.21
-9.17,-1.48,-4.17
-4.39,-3.01,-4.38
-7.22,-4.92,-7.69
2.54,4.74,-0.28
-9.95,4.39,-6.18
-6.53,4.16,-6.84
9.88,2.83,4.37
-7.32,3.29,6.76
2.87,8.63,-3.2
-0.56,8.94,5.89
1.99,-2.5,7.44
1.61,-4.73,5.98
-0.85,5.45,-6.03
-1.54,0.13,5.88
2.17,0.58,-3.63
-7.0,-0.49,-2.45
7.0,-4.42,4.84
3.53,2.63,3.03
5.35,8.08,8.76
-3.05,4.36,-2.95
0.07,9.46,-2.06
-5.54,5.76,4.84
-7.25,-7.68,7.57
-0.11,6.61,-5.48
5.69,-6.03,-9.81
-7.56,-7.33,0.59
2.93,2.96,7.36
-2.37,-9.22,2.31
1.01,2.22,-5.09
-6.18,-1.27,-2.81
7.66,-9.43,3.23
-9.05,-0.08,-1.26
0.83,2.21,-9.48
8.68,-8.07,0.65
-8.03,8.24,-4.65
-1.61,-3.98,-8.32
-0.19,-1.44,-5.24
5.03,-5.26,-0.21
8.49,4.9,7.5
3.88,9.49,5.77
0.77,8.15,5.13
9.71,-3.55,-5.11
9.37,1.92,3.49
-2.09,9.76,3.7
5.96,-0.12,-0.56
-4.55,6.47,-4.46
-4.82,-6.83,0.56
-5.85,-4.71,-6.79
3.29,8.65,2.98
-2.94,3.01,0.97
-4.57,5.61,-9.19
-7.15,-2.06,-7.53
-4.69,-1.37,7.77
3.38,-0.71,-3.13
9.04,-0.49,-2.13
-6.28,-2.86,1.74
-2.82,-0.35,-9.86
-5.72,-7.88,-2.67
-9.36,7.37,8.41
4.48,-7.61,-3.86
6.2,5.99,-3.63
-9.29,-1.3,3.38
-3.65,-2.89,-8.59
9.46,-8.62,1.24
0.99,4.17,-9.69
-5.11,4.74,-3.54
9.44,1.54,-9.09
-7.26,-3.53,6.64
7.07,6.1,2.0
-5.41,6.54,-5.16
-9.22,3.62,5.93
-4.36,6.28,-7.03
2.94,8.16,-0.38
2.85,-2.55,-4.25
-1.69,6.3,-2.21
-5.45,8.31,-1.71
-7.14,0.58,1.61
-2.89,6.84,1.23
5.62,0.53,-1.79
-9.0,4.37,-8.07
5.98,6.11,5.21
-7.32,9.41,-2.1
-7.36,5.49,-4.09
-6.16,-2.45,8.87
-9.85,-0.96,7.99
-7.47,9.28,-1.26
-3.63,2.68,-6.26
-4.89,-2.03,-3.72
-9.34,3.36,0.87
-7.72,-8.15,5.42
-0.93,-3.01,-6.62
-9.94,-1.14,-6.43
-6.72,-3.88,2.09
9.46,8.91,3.95
7.21,-5.14,-3.53
-1.03,4.62,1.46
7.85,8.88,-6.68
1.69,-2.41,-0.12
8.51,-6.66,7.98
-4.15,-5.84,5.8
-5.12,1.96,-2.04
0.67,-9.06,9.42
-8.68,-8.65,3.03
-2.21,1.35,8.36
0.16,0.78,-3.17
-0.9,5.61,-1.45
-5.67,-2.71,5.4
-8.71,-4.09,-5.45
-9.43,7.72,8.5
5.73,-8.16,-6.13
-8.33,-3.84,9.98
-7.99,-5.78,8.21
3.65,8.25,-7.3
-6.21,6.58,-9.76
-2.37,2.2,-8.06
8.71,-4.07,6.0
-7.92,6.26,-1.96
6.29,6.26,-1.91
4.21,7.01,-2.07
4.63,1.35,6.81
-1.18,-3.74,3.21
8.15,6.09,-0.87
5.44,-2.47,7.95
5.31,-8.21,-8.05
-5.7,-1.32,9.43
-1.61,7.02,8.42
5.77,5.81,-5.7
6.58,3.52,1.44
7.71,-4.59,-2.82
-9.17,-2.54,8.01
-6.5,1.64,1.99
-2.51,1.53,4.49
0.85,0.2,1.56
-7.93,6.56,2.37
-5.73,-4.59,-9.52
-9.92,8.05,0.11
-2.28,-1.19,-6.22
6.12,2.0,-4.66
-9.58,-9.94,-6.39
-0.96,9.9,-1.66
9.87,-4.85,-8.27
3.02,6.46,7.71
9.84,8.27,-5.55
-4.22,-6.78,2.12
7.32,-3.93,-6.35
-5.68,3.59,-3.72
9.5,1.96,4.5
-5.5,-6.7,-3.68
4.41,9.23,8.27
-6.09,0.57,-0.26
-1.09,1.24,-7.5
6.8,7.1,8.65
-3.78,7.2,5.24
-6.98,-6.99,-2.21
9.87,-2.55,-6.78
9.61,1.14,-4.61
7.89,-5.01,-1.52
8.14,6.9,9.62
3.64,-8.54,-1.04
-7.84,-5.31,-8.74
-6.34,-0.87,5.09
-5.26,7.17,-9.81
-5.71,7.13,-3.06
3.59,8.79,0.18
-1.06,7.14,1.41
-2.69,2.66,-7.2
-1.94,-2.06,-2.02
9.71,0.33,-4.66
7.34,8.43,-5.4
-5.92,-6.56,5.45
7.92,1.8,-0.9
-3.95,7.35,1.67
7.19,9.56,3.24
9.46,4.62,-7.67
4.69,-9.18,1.27
6.07,2.44,3.47
-3.78,-0.72,-8.52
-3.55,2.86,-2.11
-9.44,6.9,-6.78
-6.82,0.29,4.82
-3.75,-7.63,-5.54
8.15,9.9,-4.24
0.89,-9.64,0.19
6.82,8.87,3.31
9.78,-6.74,6.48
3.24,-9.43,8.14
-7.47,-8.36,-9.03
7.95,9.42,-7.92
-8.27,-1.59,-1.3
8.97,-7.9,4.04
3.72,-6.21,-0.31
2.56,-7.33,-0.65
4.04,-8.63,-9.39
-3.02,4.9,3.18
-4.74,-9.56,-0.14
-3.45,4.13,-2.21
1.4,8.56,4.82
0.16,-5.08,-3.12
-4.69,-6.21,1.32
0.17,-0.59,4.69
-9.19,-4.17,-5.71
-0.74,1.36,-1.81
-2.04,-7.28,-9.65
5.47,-3.6,0.28
3.93,-3.99,2.23
1.65,5.88,-8.7
-1.32,-4.96,-3.95
2.18,-1.2,7.94
-7.02,-8.17,2.94
-9.54,0.92,6.73
8.63,-7.39,-0.56
4.1,-4.38,9.09
5.03,-2.9,-5.49
-9.86,4.19,2.35
1.93,-1.69,6.29
5.29,0.12,1.47
4.46,-6.69,-9.51
-5.35,7.45,7.65
4.58,2.31,-2.1
4.16,-5.79,0.92
9.02,-10.0,1.24
-5.81,-0.57,5.03
1.28,-4.31,0.92
8.96,-6.07,-4.44
3.15,-6.31,2.6
-9.87,4.06,-2.13
-8.31,-3.5,-5.23
4.35,-9.06,-1.48
4.84,-6.22,-0.97
4.35,6.91,0.74
-2.57,2.63,1.34
-4.73,9.2,8.89
-7.91,0.79,9.52
-6.15,-1.69,8.36
-4.52,-0.32,5.12
-3.81,-9.17,-8.12
8.37,-1.96,-2.28
-4.39,5.19,8.39
-6.86,-0.28,-3.97
-6.45,-7.86,-0.76
3.28,-0.52,-4.86
1.86,-2.17,-5.97
6.7,3.79,3.75
5.39,4.83,2.15
1.34,-3.33,-8.72
5.43,-1.93,-1.38
8.04,-1.66,-8.99
7.01,-0.41,1.51
7.72,5.53,5.28
2.0,-6.61,-4.57
4.87,0.64,3.21
3.63,-9.23,-7.33
3.12,-4.47,-6.1
6.88,7.94,7.4
9.13,4.44,5.15
2.02,-9.62,-7.68
-0.25,6.17,-0.65
-4.87,-9.46,-1.19
-3.01,-7.89,-8.97
-7.95,-9.44,-1.03
2.94,8.94,-0.03
6.72,9.07,6.54
2.52,7.13,8.37
9.98,-9.32,-9.05
-6.74,-2.92,-3.23
4.29,-4.8,-8.55
-1.12,2.69,-0.45
-0.45,-4.06,9.09
4.64,5.63,-9.58
4.76,-6.02,-9.91
-5.9,4.37,2.89
9.18,4.78,-9.84
-6.11,0.53,-8.1
-0.77,6.93,-9.61
-8.43,1.34,0.05
-0.29,-0.8,-9.25
6.08,-3.49,8.86
-9.54,0.4,6.69
9.57,-8.39,-1.28
-9.6,-2.8,-0.65
-8.67,-6.36,4.79
6.0,0.86,2.97
2.49,7.04,-8.14
-7.02,-0.43,-4.77
7.16,-5.21,3.93
-1.53,-2.42,-5.84
-4.61,4.47,-5.89
-6.33,-7.19,-4.16
-8.04,6.67,1.64
8.07,-7.14,7.86
-4.74,-6.79,9.78
8.16,-7.34,9.47
6.09,-8.28,0.61
-6.02,1.3,-2.18
-8.28,-2.48,-3.72
1.16,-7.82,7.87
-5.39,-4.51,1.8
4.78,-8.31,5.37
7.23,-3.5,9.72
-0.91,-3.73,-2.75
-6.14,-3.83,-9.25
-5.7,-6.56,9.37
4.0,-5.29,-6.09
2.09,-6.58,5.71
-7.85,8.04,-6.38
-4.69,-5.5,9.93
-6.2,-2.93,5.02
-6.98,-5.84,-5.09
8.59,4.18,4.38
2.47,-6.76,-1.84
-3.34,-7.53,-1.98
-8.81,-8.17,2.86
6.61,0.81,1.68
2.93,-5.51,-8.4
7.15,8.33,-3.69
5.21,1.97,-5.24
8.94,-7.17,4.05
7.87,7.55,5.05
9.97,-8.15,-7.86
0.01,-0.22,6.16
9.06,-9.38,-9.09
-9.22,5.59,-9.86
1.91,-4.44,3.92
-0.08,5.7,-7.2
-7.31,-6.49,-3.24
-2.49,-8.15,-7.89
3.71,4.94,4.58
-6.61,1.16,-7.83
3.38,9.39,-3.49
-4.04,-4.6,5.11
8.59,2.63,1.62
-1.25,-6.78,-3.39
-6.33,0.82,1.65
-7.66,-9.37,1.28
4.43,6.51,7.2
-2.1,7.45,-6.29
-4.04,7.38,8.93
8.04,5.86,0.54
1.55,-4.6,5.15
6.68,-0.61,4.39
4.52,-1.53,-8.66
-5.61,-0.18,-6.96
-3.05,7.98,-8.07
9.93,-5.54,1.17
-3.88,-1.77,8.06
-5.41,7.62,0.47
9.6,3.06,-1.79
7.58,-0.96,-7.27
4.54,-5.03,7.79
1.19,2.73,-5.78
7.19,-8.67,-5.65
-2.47,-5.18,-5.96
9.9,5.8,2.0
-3.54,-9.19,-5.41
8.73,8.1,9.63
3.02,-7.03,3.17
-3.6,-6.54,9.21
1.07,1.04,7.29
0.29,-9.15,8.44
5.15,-2.17,-6.49
2.84,4.27,6.3
1.29,-6.46,0.5
-9.81,-6.53,-1.07
-1.15,-8.72,2.66
2.57,-6.46,9.96
7.36,0.19,1.79
3.84,-0.99,0.5
4.12,-8.74,-8.43
-7.47,-9.32,8.49
-0.55,7.16,7.4
2.26,9.14,7.48
-8.92,-4.57,7.0
5.5,0.74,-3.42
-5.12,-1.72,4.21
8.8,-3.23,-1.14
-3.68,-4.96,-7.31
8.9,-9.09,-7.22
4.26,-1.52,8.67
-5.97,-3.61,-0.4
-7.53,-4.22,3.77
5.6,-4.59,-1.02
1.4,6.65,3.97
1.14,1.74,5.62
7.36,-7.52,0.7
-7.29,-1.9,-7.39
-8.0,5.89,-5.26
-9.45,-3.66,0.15
8.67,0.85,-4.41
0.19,-6.39,7.42
4.72,-4.21,0.36
1.35,9.68,5.54
-1.4,-1.12,-5.06
-2.05,-9.75,4.36
4.38,-4.61,-2.42
6.69,4.56,8.37
-3.38,4.57,-1.25
-8.77,8.11,-9.6
-1.65,6.67,-5.61
7.92,-7.51,-8.58
-0.34,-1.97,6.39
6.78,-4.83,2.15
7.17,-5.91,2.96
-6.54,-5.29,5.57
2.94,-1.89,6.42
0.46,4.49,-2.42
3.73,5.14,-8.58
-5.06,-0.44,-3.48
8.95,-2.08,-3.09
5.39,-1.57,-9.72
-6.69,-8.46,7.05
-8.53,-0.1,5.37
-1.82,-2.02,-9.93
-5.21,-8.03,6.4
5.05,9.44,8.57
7.05,-9.01,-2.85
-5.71,-6.38,-3.63
0.49,-6.79,4.89
5.2,1.42,1.01
-1.34,1.79,-8.19
6.19,-8.24,-8.58
7.71,-5.6,8.26
5.02,5.56,3.02
4.62,-3.11,-1.52
1.94,2.55,8.4
8.27,2.78,2.74
6.13,2.11,-4.99
3.2,8.48,9.23
2.72,4.37,-1.79
-3.01,-2.1,2.43
5.53,4.6,2.82
-4.08,1.95,-6.45
1.68,5.5,-2.93
7.3,3.16,1.39
5.79,5.24,-1.97
-7.14,3.1,-7.04
8.04,-0.21,4.67
3.5,8.42,-4.3
-5.12,-5.68,5.43
1.49,3.28,9.47
0.31,-6.12,6.92
7.09,-7.81,9.79
-5.49,-9.56,-2.69
3.83,-0.05,-3.25
-0.26,-5.32,1.22
-0.4,4.57,-5.16
-1.62,-0.99,-0.74
-8.32,-4.1,1.12
-6.12,-8.88,-9.98
3.18,8.97,8.98
5.23,-2.18,4.92
7.62,0.68,-3.69
1.71,9.03,5.54
-8.33,4.34,9.82
-4.86,0.12,7.52
4.76,3.26,2.15
1.7,4.03,-2.02
3.16,7.53,-8.3
-7.04,-6.1,-7.86
3.37,5.59,-1.75
-0.42,-6.31,2.88
-9.02,8.52,-7.91
2.32,3.25,-4.71
-3.21,1.1,-3.45
-4.09,0.82,-8.23
5.25,5.65,7.09
-8.15,-9.22,0.26
-8.4,4.68,2.72
6.06,9.51,-9.03
-8.48,5.27,-9.22
3.84,1.98,3.08
-6.41,2.75,2.98
-6.79,5.96,-8.14
-9.47,0.09,-1.26
-4.51,5.24,3.86
-2.1,-4.88,8.47
-6.78,-8.13,-0.87
1.07,-4.58,-6.7
-9.08,7.07,0.43
1.13,8.3,-0.23
-1.23,-7.83,-8.7
-9.02,-7.47,7.9
4.77,9.93,-0.14
6.78,-6.97,-3.07
8.09,3.01,-9.76
-3.68,1.88,0.33
-9.4,5.68,-8.27
-5.83,2.21,-0.13
7.97,9.98,-6.96
-2.28,-8.44,-1.6
-3.49,-9.85,9.77
4.44,-4.37,5.96
-0.1,-8.88,4.1
-7.74,6.7,2.22
-7.69,-1.69,-7.96
-2.17,4.11,-2.37
-2.6,-9.48,9.5
-5.16,-7.12,2.05
-7.83,7.42,-6.45
4.51,-1.44,-4.93
-7.0,4.66,-4.28
8.97,8.58,-2.26
0.59,-8.98,3.28
0.01,7.25,9.82
0.96,-5.85,1.29
-4.64,3.87,2.38
9.4,-4.03,9.12
4.45,3.97,2.42
8.2,2.32,8.32
-0.16,-1.74,7.5
-7.67,9.89,-9.81
-8.94,-0.68,5.14
-5.69,-2.42,2.44
-8.02,-1.95,-8.8
3.92,-8.58,-9.47
-7.88,-5.54,-2.46
3.77,-6.5,9.24
-2.83,-5.15,0.25
-5.36,1.55,5.41
4.73,0.73,1.89
3.42,7.01,7.11
-4.74,-5.77,-6.5
7.63,-8.28,1.55
5.86,9.18,-2.32
-1.04,-5.65,-4.43
-7.24,-3.06,-1.82
4.22,0.81,9.96
6.45,8.84,-0.46
0.96,-8.46,8.05
-3.76,-6.22,0.28
7.61,-9.34,8.28
2.89,-9.64,-3.63
9.8,2.92,5.36
-4.66,-5.54,8.81
7.97,8.97,-3.37
-8.78,-1.06,-9.99
-3.65,7.99,-2.22
-2.63,3.27,-2.91
-2.59,0.47,7.05
8.51,6.55,-6.5
3.12,-8.66,-9.07
7.3,-0.31,0.59
5.55,-4.56,-1.15
0.16,-3.81,-2.28
6.15,8.96,-9.63
-4.99,-7.02,5.82
4.25,0.35,2.05
8.53,7.75,4.13
2.27,6.09,2.59
1.25,1.12,-3.12
4.17,-0.9,-9.78
4.18,5.74,0.12
6.31,-9.07,-7.22
-4.07,-6.57,5.62
0.12,5.54,-6.53
-6.4,8.28,-0.35
-8.74,-5.07,5.82
-7.98,5.95,-0.65
7.25,3.3,-3.22
-7.88,-8.01,0.72
1.53,-2.59,3.37
5.45,-6.6,-6.82
-0.82,-6.06,-4.1
-1.71,1.76,-8.01
-8.02,-1.94,-8.52
3.66,-7.71,6.36
-9.93,1.11,8.36
-2.34,2.32,-8.87
-8.86,-6.39,-3.41
4.4,-8.01,-3.49
-6.29,0.63,-2.87
-2.77,7.07,4.79
2.42,1.11,0.83
4.12,-0.42,-2.24
9.12,6.95,2.49
-6.83,0.5,5.69
-1.0,-8.94,-6.08
9.98,-6.42,6.15
-2.96,3.12,8.97
1.63,0.44,7.15
-5.52,2.29,-3.36
